Category,Subcategory,Organization,Name,License,value
Special,Kubernetes Certified Service Provider,Btech ,Boer Technology (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Caicloud ,Caicloud (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Camptocamp ,Camptocamp (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Canonical ,Canonical (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Catalyst Cloud ,Catalyst Cloud (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Cengn ,CENGN (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,China-ASEAN Information Harbor ,China-ASEAN Information Harbor (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Cloud IQ Technologies ,CloudIQ (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,CloudOps ,CloudOps (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,CloudToGo ,CloudToGo (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,CloudYuga ,CloudYuga (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Component Soft ,Component Soft (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Conoa ,Conoa (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Container Solutions ,Container Solutions (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Contino ,Contino (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,ControlPlane ,ControlPlane (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,CoreHive Computing ,CoreHive Computing (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Creationline ,Creationline (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Cuemby ,Cuemby (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,D2iQ ,D2iQ (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,DaoCloud ,DaoCloud (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Darumatic ,Darumatic (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Data Essential ,Data Essential (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Datadrivers ,Datadrivers (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Dell ,Dell Technologies Consulting (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Deloitte ,Deloitte (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Desotech ,Desotech (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Diamanti ,Diamanti (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,DoiT International ,DoiT International (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,EasyStack ,EasyStack (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Eficode ,Eficode (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Elastisys ,Elastisys (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,ELASTX ,ELASTX (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Entigo ,Entigo (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Fairwinds ,Fairwinds (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Flant ,Flant (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Fujitsu ,Fujitsu (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Fullstaq ,Fullstaq (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Giant Swarm ,Giant Swarm (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Grape Up ,Grape Up (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Gravitational ,Gravitational (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Hangzhou Harmony Technology ,HarmonyCloud (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,HCL Technologies ,HCL Technologies (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Huawei Technologies ,Huawei (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,IBM ,IBM Cloud (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,InfraCloud Technologies ,InfraCloud Technologies (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,inovex ,inovex (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Inspur Group ,Inspur (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,inwinSTACK ,inwinSTACK (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,JD.com ,JD Cloud (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Jetstack ,Jetstack (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Kingsoft ,Kingsoft Cloud (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Kinvolk ,Kinvolk (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Kiratech ,Kiratech (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,kloia ,kloia (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Kublr ,Kublr (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Kumina ,Kumina (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Loodse ,Loodse (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Matrix ,CloudZone (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,MayaData ,MayaData (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Microsoft ,Microsoft (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Mirantis ,Mirantis (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Mobilise Cloud ,Mobilise Cloud Services (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,MSys Technologies ,MSys Technologies (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Navitas Business Consulting ,Navitas Business Consulting (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Nebulaworks ,Nebulaworks (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,NEC Corporation ,NEC (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,NetApp ,NetApp (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,NetEase ,Netease (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Neualto ,NeuAlto Technologies (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,New Context ,New Context (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Nirmata ,Nirmata (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,noris network ,noris network (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,NTT Data ,NTT DATA (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,OCTO Technology ,OCTO Technology (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Origoss Solutions ,Origoss Solutions (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Oteemo ,Oteemo (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Ping An ,Ping An Technology (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Platform9 ,Platform9 (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Platformer ,Platformer (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Polar Squad ,Polar Squad (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Portworx ,Portworx (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,PRODYNA ,PRODYNA (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Puzzle ,Puzzle ITC (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Rackner ,Rackner (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Rackspace ,Rackspace (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Rafay Systems ,Rafay (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Rancher Labs ,Rancher (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Red Kubes ,Red Kubes (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Redeploy ,Redeploy (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,RX-M ,RX-M (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,SAIC ,SAIC (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Samsung SDS ,Samsung SDS (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,SAP ,SAP (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,ServiceMEME ,ServiceMeme (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,SIGHUP ,SIGHUP (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,SkyWiz ,SkyWiz (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Southbridge ,Southbridge (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Sparkfabrik ,SparkFabrik (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Stakater ,Stakater (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Stark & Wayne ,Stark & Wayne (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Storm Reply ,Storm Reply (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,SUSE ,SUSE (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Tencent Holdings ,Tencent Cloud (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,TenxCloud ,TenxCloud (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,teutoStack ,teutoStack (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,The Scale Factory ,The Scale Factory (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Transwarp ,Transwarp (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,UCloud Information Technology ,UCloud (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,VA Linux Systems Japan ,VA Linux Systems Japan (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,VMware ,VMware (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,VSHN ,VSHN AG (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Weaveworks ,Weaveworks (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,WhizUs GmbH ,WhizUs (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,Wise2c Technology ,Wise2C (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,YLD ,YLD (KCSP),NotOpenSource,1
Special,Kubernetes Certified Service Provider,ZTE ,ZTE (KCSP),NotOpenSource,1
Special,Kubernetes Training Partner,99cloud ,99Cloud (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Acornsoft ,Acornsoft (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Alauda ,Alauda (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Altoros ,Altoros (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,BoxBoat Technologies ,BoxBoat (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Btech ,Boer Technology (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Caicloud ,Caicloud (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Camptocamp ,Camptocamp (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,CloudOps ,CloudOps (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,CloudYuga ,CloudYuga (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Component Soft ,Component Soft (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Conoa ,Conoa (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Container Solutions ,Container Solutions (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,ControlPlane ,ControlPlane (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Creationline ,Creationline (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Cuemby ,Cuemby (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,D2iQ ,D2iQ (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,DaoCloud ,DaoCloud (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Darumatic ,Darumatic (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Desotech ,Desotech (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,DoiT International ,DoiT International (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,EasyStack ,EasyStack (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Entigo ,Entigo (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Hangzhou Harmony Technology ,HarmonyCloud (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Huawei Technologies ,Huawei (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,inovex ,inovex (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,inwinSTACK ,inwinSTACK (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Kiratech ,Kiratech (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Linux Foundation ,The Linux Foundation Training (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Loodse ,Loodse (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Nebulaworks ,Nebulaworks (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Oteemo ,Oteemo (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Platformer ,Platformer (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,PRODYNA ,PRODYNA (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,RX-M ,RX-M (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,SIGHUP ,SIGHUP (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Southbridge ,Southbridge (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,Storm Reply ,Storm Reply (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,TenxCloud ,TenxCloud (KTP),NotOpenSource,1
Special,Kubernetes Training Partner,WhizUs GmbH ,WhizUs (KTP),NotOpenSource,1
